Month,Year,Airline,MaxSeats
Nov-12,2012,Qantas Airways,3848
Nov-12,2012,China Eastern Airlines,2433
Nov-12,2012,Jetstar,8293
Nov-12,2012,Jetstar,310
Nov-12,2012,Jetstar,3802
Nov-12,2012,Jetstar,1651
Nov-12,2012,Jetstar,3054
Nov-12,2012,Jetstar,2741
Nov-12,2012,Jetstar,1095
Nov-12,2012,Jetstar,2741
Nov-12,2012,Jetstar,3416
Nov-12,2012,Silk Air,2134
Nov-12,2012,Jetstar,3054
Nov-12,2012,Air New Zealand,2632
Nov-12,2012,Jetstar,4272
Nov-12,2012,Virgin Australia,5400
Nov-12,2012,Jetstar,2328
Nov-12,2012,AirAsia X,7917
Nov-12,2012,Jetstar,4270
Nov-12,2012,Jetstar,2156
Nov-12,2012,Scoot,8442
Nov-12,2012,Jetstar,310
Nov-12,2012,Jetstar,9216
Nov-12,2012,Etihad Airways,7720
Nov-12,2012,Air New Zealand,16664
Nov-12,2012,Emirates,14580
Nov-12,2012,Jetstar,3741
Nov-12,2012,Jetstar,891
Nov-12,2012,Qantas Airways,15120
Nov-12,2012,Virgin Australia,5400
Nov-12,2012,Royal Brunei Airlines,8550
Nov-12,2012,Jetstar,2741
Nov-12,2012,Jetstar,1219
Nov-12,2012,Thai Airways International,18540
Nov-12,2012,Air China,4972
Nov-12,2012,Jetstar,5764
Nov-12,2012,Air New Zealand,4766
Nov-12,2012,Jetstar,5001
Nov-12,2012,Virgin Australia,4680
Nov-12,2012,Garuda Indonesia,5257
Nov-12,2012,Jetstar,4249
Nov-12,2012,Jetstar,909
Nov-12,2012,Virgin Australia,5280
Nov-12,2012,Qatar Airways,7770
Nov-12,2012,Emirates,14580
Nov-12,2012,Emirates,10792
Nov-12,2012,Emirates,10620
Nov-12,2012,China Southern Airlines,15480
Nov-12,2012,Vietnam Airlines,8302
Nov-12,2012,Vietnam Airlines,8302
Nov-12,2012,Cathay Pacific Airways,7282
Nov-12,2012,Cathay Pacific Airways,14520
Nov-12,2012,Qantas Airways,8910
Nov-12,2012,Jetstar,1219
Nov-12,2012,Garuda Indonesia,4264
Nov-12,2012,AirAsia X,14326
Nov-12,2012,Emirates,10792
Nov-12,2012,Malaysia Airlines,16811
Nov-12,2012,Qantas Airways,14010
Nov-12,2012,Qantas Airways,14010
Nov-12,2012,United Airlines,10846
Nov-12,2012,Virgin Australia,4693
Nov-12,2012,Philippine Airlines,4810
Nov-12,2012,Fiji Airways,3524
Nov-12,2012,Virgin Australia,4680
Nov-12,2012,Air New Zealand,156
Nov-12,2012,Jetstar,1962
Nov-12,2012,Korean Air,2938
Nov-12,2012,Air China,4972
Nov-12,2012,China Eastern Airlines,8460
Nov-12,2012,Emirates,10620
Nov-12,2012,Jetstar,891
Nov-12,2012,Jetstar,3416
Nov-12,2012,Jetstar,3347
Nov-12,2012,Jetstar,5764
Nov-12,2012,Qantas Airways,14010
Nov-12,2012,Singapore Airlines,36774
Nov-12,2012,Air New Zealand,4763
Nov-12,2012,Qantas Airways,5040
Nov-12,2012,Air New Zealand,650
Nov-12,2012,Air New Zealand,9120
Nov-12,2012,Thai Airways International,7774
Nov-12,2012,China Southern Airlines,3692
Nov-12,2012,Garuda Indonesia,9720
Nov-12,2012,Indonesia AirAsia,16200
Nov-12,2012,Jetstar,7860
Nov-12,2012,Jetstar,2862
Nov-12,2012,Virgin Australia,6688
Nov-12,2012,Qatar Airways,4127
Nov-12,2012,Emirates,19143
Nov-12,2012,China Southern Airlines,3692
Nov-12,2012,Cathay Pacific Airways,9988
Nov-12,2012,Qantas Airways,3267
Nov-12,2012,Jetstar,1620
Nov-12,2012,South African Airways,7831
Nov-12,2012,AirAsia X,14326
Nov-12,2012,Malaysia Airlines,12083
Nov-12,2012,Air Mauritius,2200
Nov-12,2012,Virgin Australia,3696
Nov-12,2012,Jetstar,2862
Nov-12,2012,Jetstar,1620
Nov-12,2012,Jetstar Asia,5400
Nov-12,2012,Qantas Airways,14364
Nov-12,2012,Singapore Airlines,32169
Nov-12,2012,Tigerair,5400
Nov-12,2012,Etihad Airways,13204
Nov-12,2012,Virgin Australia,4693
Nov-12,2012,Virgin Samoa,2160
Nov-12,2012,Air New Zealand,30721
Nov-12,2012,China Airlines,5219
Nov-12,2012,Emirates,14580
Nov-12,2012,Jetstar,4269
Nov-12,2012,LATAM Airlines,6400
Nov-12,2012,Qantas Airways,24864
Nov-12,2012,Virgin Australia,3960
Nov-12,2012,Emirates,10620
Nov-12,2012,Jetstar,1219
Nov-12,2012,Qantas Airways,7324
Nov-12,2012,Thai Airways International,19125
Nov-12,2012,Air China,6780
Nov-12,2012,Air China,3842
Nov-12,2012,Aerolineas Argentinas,3211
Nov-12,2012,Air New Zealand,7262
Nov-12,2012,Emirates,10620
Nov-12,2012,Jetstar,3939
Nov-12,2012,Qantas Airways,5101
Nov-12,2012,Virgin Australia,1980
Nov-12,2012,Qantas Airways,9828
Nov-12,2012,Garuda Indonesia,6695
Nov-12,2012,Jetstar,6391
Nov-12,2012,Jetstar,909
Nov-12,2012,Virgin Australia,5280
Nov-12,2012,Emirates,14580
Nov-12,2012,Emirates,10620
Nov-12,2012,Emirates,10620
Nov-12,2012,Qantas Airways,10370
Nov-12,2012,China Southern Airlines,16260
Nov-12,2012,Vietnam Airlines,8330
Nov-12,2012,Vietnam Airlines,8330
Nov-12,2012,Cathay Pacific Airways,28220
Nov-12,2012,Qantas Airways,14824
Nov-12,2012,Virgin Atlantic Airways,9240
Nov-12,2012,Hawaiian Airlines,8790
Nov-12,2012,Jetstar,1219
Nov-12,2012,Jetstar,6398
Nov-12,2012,Qantas Airways,2950
Nov-12,2012,Garuda Indonesia,4919
Nov-12,2012,Qantas Airways,4752
Nov-12,2012,Qantas Airways,10683
Nov-12,2012,AirAsia X,11310
Nov-12,2012,Malaysia Airlines,19050
Nov-12,2012,British Airways,10072
Nov-12,2012,Qantas Airways,13873
Nov-12,2012,Virgin Atlantic Airways,9240
Nov-12,2012,Delta Air Lines,8070
Nov-12,2012,Qantas Airways,12554
Nov-12,2012,Qantas Airways,10289
Nov-12,2012,United Airlines,10846
Nov-12,2012,Virgin Australia,10830
Nov-12,2012,Philippine Airlines,6290
Nov-12,2012,Qantas Airways,1175
Nov-12,2012,Qantas Airways,3262
Nov-12,2012,Fiji Airways,13299
Nov-12,2012,Jetstar,3039
Nov-12,2012,Virgin Australia,7200
Nov-12,2012,Qantas Airways,10118
Nov-12,2012,Air Caledonie,3049
Nov-12,2012,Qantas Airways,2331
Nov-12,2012,Jetstar,2769
Nov-12,2012,Jetstar,2156
Nov-12,2012,Jetstar,3967
Nov-12,2012,Air Niugini,1162
Nov-12,2012,Air Vanuatu,5100
Nov-12,2012,Air New Zealand,1972
Nov-12,2012,Jetstar,1605
Nov-12,2012,Qantas Airways,2005
Nov-12,2012,Virgin Australia,900
Nov-12,2012,Air New Zealand,910
Nov-12,2012,Air New Zealand,1315
Nov-12,2012,United Airlines,11220
Nov-12,2012,LATAM Airlines,6400
Nov-12,2012,Qantas Airways,4368
Nov-12,2012,Asiana Airlines,9090
Nov-12,2012,Korean Air,9990
Nov-12,2012,Air China,3842
Nov-12,2012,China Eastern Airlines,8610
Nov-12,2012,Qantas Airways,7818
Nov-12,2012,British Airways,10072
Nov-12,2012,Qantas Airways,3497
Nov-12,2012,Qantas Airways,10370
Nov-12,2012,Qantas Airways,13873
Nov-12,2012,Scoot,12060
Nov-12,2012,Singapore Airlines,43834
Nov-12,2012,China Airlines,5100
Nov-12,2012,Japan Airlines,7350
Nov-12,2012,Qantas Airways,11117
Nov-12,2012,Virgin Australia,1620
Nov-12,2012,Air Canada,8100
Nov-12,2012,Air Canada,8100
Nov-12,2012,Air New Zealand,9859
Nov-12,2012,Qantas Airways,9743
Dec-12,2012,Air New Zealand,5072
Dec-12,2012,Virgin Australia,4048
Dec-12,2012,Emirates,6018
Dec-12,2012,Cathay Pacific Airways,7502
Dec-12,2012,Malaysia Airlines,8711
Dec-12,2012,Qantas Airways,3673
Dec-12,2012,Singapore Airlines,13395
Dec-12,2012,Etihad Airways,3668
Dec-12,2012,Virgin Samoa,540
Dec-12,2012,Air New Zealand,15933
Dec-12,2012,China Airlines,3991
Dec-12,2012,Emirates,10974
Dec-12,2012,Qantas Airways,10248
Dec-12,2012,Virgin Australia,8100
Dec-12,2012,Thai Airways International,10951
Dec-12,2012,China Southern Airlines,5112
Dec-12,2012,Air New Zealand,4620
Dec-12,2012,Virgin Australia,7740
Dec-12,2012,Jetstar,3936
Dec-12,2012,Virgin Australia,6864
Dec-12,2012,Emirates,10974
Dec-12,2012,Emirates,11160
Dec-12,2012,Virgin Australia,2880
Dec-12,2012,Air Vanuatu,850
Dec-12,2012,China Southern Airlines,5112
Dec-12,2012,Cathay Pacific Airways,4356
Dec-12,2012,Cathay Pacific Airways,4356
Dec-12,2012,Cathay Pacific Airways,3146
Dec-12,2012,Qantas Airways,5346
Dec-12,2012,Solomon Airlines,2700
Dec-12,2012,Virgin Australia,1408
Dec-12,2012,Hawaiian Airlines,3367
Dec-12,2012,Malaysia Airlines,6440
Dec-12,2012,Qantas Airways,9298
Dec-12,2012,Virgin Australia,6498
Dec-12,2012,Qantas Airways,1188
Dec-12,2012,Fiji Airways,5146
Dec-12,2012,Virgin Australia,5568
Dec-12,2012,Nauru Airlines,1334
Dec-12,2012,Air Caledonie,1820
Dec-12,2012,Qantas Airways,901
Dec-12,2012,Air Niugini,9580
Dec-12,2012,Virgin Australia,3696
Dec-12,2012,Air Vanuatu,850
Dec-12,2012,Air Vanuatu,1530
Dec-12,2012,Virgin Australia,3420
Dec-12,2012,Virgin Australia,1980
Dec-12,2012,Korean Air,7317
Dec-12,2012,Emirates,11160
Dec-12,2012,Etihad Airways,3668
Dec-12,2012,Qantas Airways,11147
Dec-12,2012,Singapore Airlines,26505
Dec-12,2012,China Airlines,3991
Dec-12,2012,Eva Air,2772
Dec-12,2012,Virgin Australia,11520
Dec-12,2012,Air New Zealand,2941
Dec-12,2012,United Airlines,1147
Dec-12,2012,Cathay Pacific Airways,4356
Dec-12,2012,Cathay Pacific Airways,3146
Dec-12,2012,Jetstar,2734
Dec-12,2012,Jetstar,2741
Dec-12,2012,Air Niugini,4014
Dec-12,2012,Airlines PNG,316
Dec-12,2012,Qantas Airways,3774
Dec-12,2012,China Eastern Airlines,2358
Dec-12,2012,Jetstar,9118
Dec-12,2012,Jetstar,310
Dec-12,2012,Qantas Airways,371
Dec-12,2012,Jetstar,3936
Dec-12,2012,Jetstar,2508
Dec-12,2012,Jetstar,3234
Dec-12,2012,Jetstar,2691
Dec-12,2012,Jetstar,1614
Dec-12,2012,Jetstar,2691
Dec-12,2012,Jetstar,2682
Dec-12,2012,Silk Air,2604
Dec-12,2012,Jetstar,3234
Dec-12,2012,Air New Zealand,4130
Dec-12,2012,Jetstar,4644
Dec-12,2012,Jetstar,891
Dec-12,2012,Virgin Australia,5580
Dec-12,2012,Air New Zealand,823
Dec-12,2012,Jetstar,2316
Dec-12,2012,AirAsia X,10179
Dec-12,2012,Jetstar,4242
Dec-12,2012,Jetstar,2431
Dec-12,2012,Jetstar,891
Dec-12,2012,Scoot,9648
Dec-12,2012,Jetstar,310
Dec-12,2012,Jetstar,9463
Dec-12,2012,Etihad Airways,8188
Dec-12,2012,Air New Zealand,19314
Dec-12,2012,Emirates,15066
Dec-12,2012,Jetstar,5163
Dec-12,2012,Jetstar,1425
Dec-12,2012,Qantas Airways,15624
Dec-12,2012,Qantas Airways,168
Dec-12,2012,Virgin Australia,5220
Dec-12,2012,Royal Brunei Airlines,8835
Dec-12,2012,Jetstar,2741
Dec-12,2012,Jetstar,1219
Dec-12,2012,Thai Airways International,20095
Dec-12,2012,Air China,4972
Dec-12,2012,Jetstar,6743
Dec-12,2012,Air New Zealand,6453
Dec-12,2012,Jetstar,5184
Dec-12,2012,Virgin Australia,4680
Dec-12,2012,Garuda Indonesia,5654
Dec-12,2012,Jetstar,6419
Dec-12,2012,Jetstar,613
Dec-12,2012,Virgin Australia,5456
Dec-12,2012,Qatar Airways,8029
Dec-12,2012,Emirates,15066
Dec-12,2012,Emirates,11130
Dec-12,2012,Emirates,10974
Dec-12,2012,Virgin Australia,1440
Dec-12,2012,China Southern Airlines,15996
Dec-12,2012,Vietnam Airlines,8666
Dec-12,2012,Vietnam Airlines,8666
Dec-12,2012,Cathay Pacific Airways,7502
Dec-12,2012,Cathay Pacific Airways,15004
Dec-12,2012,Qantas Airways,9207
Dec-12,2012,Jetstar,1515
Dec-12,2012,Jetstar,1543
Dec-12,2012,Garuda Indonesia,4521
Dec-12,2012,AirAsia X,18473
Dec-12,2012,Emirates,11130
Dec-12,2012,Malaysia Airlines,17360
Dec-12,2012,Qantas Airways,13422
Dec-12,2012,Qantas Airways,14525
Dec-12,2012,United Airlines,11220
Dec-12,2012,Virgin Australia,4693
Dec-12,2012,Philippine Airlines,4810
Dec-12,2012,Fiji Airways,4126
Dec-12,2012,Virgin Australia,4500
Dec-12,2012,Air Vanuatu,340
Dec-12,2012,Air New Zealand,1463
Dec-12,2012,Jetstar,2862
Dec-12,2012,Korean Air,2938
Dec-12,2012,Air China,4972
Dec-12,2012,China Eastern Airlines,8172
Dec-12,2012,Emirates,10974
Dec-12,2012,Jetstar,1425
Dec-12,2012,Jetstar,2682
Dec-12,2012,Jetstar,2755
Dec-12,2012,Jetstar,6743
Dec-12,2012,Qantas Airways,934
Dec-12,2012,Qantas Airways,13424
Dec-12,2012,Singapore Airlines,37886
Dec-12,2012,Air New Zealand,6128
Dec-12,2012,Qantas Airways,168
Dec-12,2012,Qantas Airways,4872
Dec-12,2012,Air New Zealand,1000
Dec-12,2012,Air New Zealand,9447
Dec-12,2012,Thai Airways International,8671
Dec-12,2012,China Southern Airlines,3692
Dec-12,2012,Garuda Indonesia,10044
Dec-12,2012,Indonesia AirAsia,16740
Dec-12,2012,Jetstar,8856
Dec-12,2012,Jetstar,3189
Dec-12,2012,Virgin Australia,7040
Dec-12,2012,Qatar Airways,10385
Dec-12,2012,Emirates,27547
Dec-12,2012,China Southern Airlines,3692
Dec-12,2012,Cathay Pacific Airways,10692
Dec-12,2012,Qantas Airways,3799
Dec-12,2012,Jetstar,2340
Dec-12,2012,South African Airways,8140
Dec-12,2012,Malaysia Airlines,636
Dec-12,2012,AirAsia X,18473
Dec-12,2012,Malaysia Airlines,12645
Dec-12,2012,Air Mauritius,2475
Dec-12,2012,Virgin Australia,4224
Dec-12,2012,Jetstar,3189
Dec-12,2012,Jetstar,2340
Dec-12,2012,Jetstar Asia,5580
Dec-12,2012,Qantas Airways,16678
Dec-12,2012,Singapore Airlines,33762
Dec-12,2012,Tigerair,6300
Dec-12,2012,Etihad Airways,13996
Dec-12,2012,Virgin Australia,4693
Dec-12,2012,Virgin Samoa,2520
Dec-12,2012,Air New Zealand,34114
Dec-12,2012,China Airlines,5526
Dec-12,2012,Emirates,15066
Dec-12,2012,Jetstar,5544
Dec-12,2012,LATAM Airlines,6912
Dec-12,2012,Qantas Airways,25696
Dec-12,2012,Qantas Airways,168
Dec-12,2012,Virgin Australia,4860
Dec-12,2012,Emirates,10974
Dec-12,2012,Jetstar,1219
Dec-12,2012,Qantas Airways,9429
Dec-12,2012,Thai Airways International,19875
Dec-12,2012,Air China,8564
Dec-12,2012,Air China,3842
Dec-12,2012,China Eastern Airlines,861
Dec-12,2012,Aerolineas Argentinas,3211
Dec-12,2012,Air New Zealand,7933
Dec-12,2012,Emirates,10974
Dec-12,2012,Jetstar,5538
Dec-12,2012,Qantas Airways,5559
Dec-12,2012,Virgin Australia,2160
Dec-12,2012,Qantas Airways,10556
Dec-12,2012,Garuda Indonesia,6917
Dec-12,2012,Jetstar,7913
Dec-12,2012,Jetstar,613
Dec-12,2012,Qantas Airways,297
Dec-12,2012,Virgin Australia,5456
Dec-12,2012,Emirates,15066
Dec-12,2012,Emirates,10974
Dec-12,2012,Emirates,10974
Dec-12,2012,Virgin Australia,1440
Dec-12,2012,Qantas Airways,11127
Dec-12,2012,China Southern Airlines,16802
Dec-12,2012,Vietnam Airlines,9103
Dec-12,2012,Vietnam Airlines,9103
Dec-12,2012,Cathay Pacific Airways,29402
Dec-12,2012,Qantas Airways,17110
Dec-12,2012,Virgin Atlantic Airways,9548
Dec-12,2012,Hawaiian Airlines,9083
Dec-12,2012,Jetstar,1515
Dec-12,2012,Jetstar,7589
Dec-12,2012,Jetstar,1543
Dec-12,2012,Qantas Airways,3617
Dec-12,2012,Garuda Indonesia,5363
Dec-12,2012,Qantas Airways,297
Dec-12,2012,Qantas Airways,4615
Dec-12,2012,Qantas Airways,10970
Dec-12,2012,AirAsia X,11687
Dec-12,2012,Malaysia Airlines,19685
Dec-12,2012,British Airways,10110
Dec-12,2012,Qantas Airways,14522
Dec-12,2012,Virgin Atlantic Airways,9548
Dec-12,2012,Delta Air Lines,8339
Dec-12,2012,Qantas Airways,13947
Dec-12,2012,Qantas Airways,11220
Dec-12,2012,United Airlines,11220
Dec-12,2012,Virgin Australia,11191
Dec-12,2012,Philippine Airlines,6660
Dec-12,2012,Qantas Airways,1188
Dec-12,2012,Qantas Airways,4853
Dec-12,2012,Fiji Airways,13881
Dec-12,2012,Jetstar,3039
Dec-12,2012,Virgin Australia,7192
Dec-12,2012,China Eastern Airlines,861
Dec-12,2012,Qantas Airways,10975
Dec-12,2012,Air Caledonie,3650
Dec-12,2012,Qantas Airways,2886
Dec-12,2012,Jetstar,2741
Dec-12,2012,Jetstar,2431
Dec-12,2012,Jetstar,4848
Dec-12,2012,Air Niugini,2060
Dec-12,2012,Air Vanuatu,5270
Dec-12,2012,Air New Zealand,3132
Dec-12,2012,Jetstar,2148
Dec-12,2012,Qantas Airways,2520
Dec-12,2012,Virgin Australia,1440
Dec-12,2012,Air New Zealand,1141
Dec-12,2012,Air New Zealand,1817
Dec-12,2012,United Airlines,11594
Dec-12,2012,LATAM Airlines,6912
Dec-12,2012,Qantas Airways,5824
Dec-12,2012,Asiana Airlines,9393
Dec-12,2012,Korean Air,11315
Dec-12,2012,Air China,3842
Dec-12,2012,China Eastern Airlines,10087
Dec-12,2012,Qantas Airways,7683
Dec-12,2012,British Airways,10110
Dec-12,2012,Qantas Airways,3671
Dec-12,2012,Qantas Airways,11127
Dec-12,2012,Qantas Airways,14525
Dec-12,2012,Scoot,12462
Dec-12,2012,Singapore Airlines,44950
Dec-12,2012,China Airlines,5400
Dec-12,2012,Japan Airlines,7595
Dec-12,2012,Qantas Airways,371
Dec-12,2012,Qantas Airways,11089
Dec-12,2012,Virgin Australia,1440
Dec-12,2012,Air Canada,8370
Dec-12,2012,Air Canada,1620
Dec-12,2012,Air Canada,8370
Dec-12,2012,Air New Zealand,10575
Dec-12,2012,Qantas Airways,168
Dec-12,2012,Qantas Airways,10248
Jan-13,2013,Air New Zealand,5066
Jan-13,2013,Virgin Australia,3696
Jan-13,2013,Emirates,6372
Jan-13,2013,Cathay Pacific Airways,7502
Jan-13,2013,Malaysia Airlines,8711
Jan-13,2013,Qantas Airways,3613
Jan-13,2013,Singapore Airlines,13965
Jan-13,2013,Etihad Airways,3406
Jan-13,2013,Virgin Samoa,720
Jan-13,2013,Air New Zealand,16519
Jan-13,2013,China Airlines,3991
Jan-13,2013,Emirates,10974
Jan-13,2013,Qantas Airways,10416
Jan-13,2013,Virgin Australia,8100
Jan-13,2013,Thai Airways International,11005
Jan-13,2013,China Southern Airlines,5112
Jan-13,2013,Air New Zealand,4282
Jan-13,2013,Virgin Australia,7920
Jan-13,2013,Jetstar,3774
Jan-13,2013,Virgin Australia,7216
Jan-13,2013,Emirates,10974
Jan-13,2013,Emirates,11154
Jan-13,2013,Virgin Australia,3240
Jan-13,2013,Air Vanuatu,680
Jan-13,2013,China Southern Airlines,5112
Jan-13,2013,China Southern Airlines,218
Jan-13,2013,Cathay Pacific Airways,4114
Jan-13,2013,Cathay Pacific Airways,4114
Jan-13,2013,Cathay Pacific Airways,3388
Jan-13,2013,Qantas Airways,5346
Jan-13,2013,Solomon Airlines,2700
Jan-13,2013,Virgin Australia,1760
Jan-13,2013,Hawaiian Airlines,3367
Jan-13,2013,Malaysia Airlines,5880
Jan-13,2013,Qantas Airways,9699
Jan-13,2013,Virgin Australia,6137
Jan-13,2013,Qantas Airways,1485
Jan-13,2013,Fiji Airways,5790
Jan-13,2013,Virgin Australia,5564
Jan-13,2013,Nauru Airlines,1334
Jan-13,2013,Air Caledonie,3296
Jan-13,2013,Qantas Airways,733
Jan-13,2013,Air Niugini,10027
Jan-13,2013,Virgin Australia,4048
Jan-13,2013,Air Vanuatu,680
Jan-13,2013,Air Vanuatu,1530
Jan-13,2013,Virgin Australia,3060
Jan-13,2013,Virgin Australia,2160
Jan-13,2013,Korean Air,7046
Jan-13,2013,Emirates,11154
Jan-13,2013,Etihad Airways,3406
Jan-13,2013,Qantas Airways,11263
Jan-13,2013,Singapore Airlines,26505
Jan-13,2013,China Airlines,3991
Jan-13,2013,Eva Air,2772
Jan-13,2013,Virgin Australia,11160
Jan-13,2013,Air New Zealand,2611
Jan-13,2013,United Airlines,992
Jan-13,2013,China Southern Airlines,218
Jan-13,2013,Cathay Pacific Airways,4114
Jan-13,2013,Cathay Pacific Airways,3388
Jan-13,2013,Jetstar,2452
Jan-13,2013,Jetstar,2727
Jan-13,2013,Air Niugini,3474
Jan-13,2013,Airlines PNG,288
Jan-13,2013,Qantas Airways,3922
Jan-13,2013,China Eastern Airlines,2383
Jan-13,2013,Jetstar,9153
Jan-13,2013,Jetstar,3774
Jan-13,2013,Jetstar,2331
Jan-13,2013,Jetstar,180
Jan-13,2013,Jetstar,2874
Jan-13,2013,Jetstar,2691
Jan-13,2013,Jetstar,1800
Jan-13,2013,Jetstar,2691
Jan-13,2013,Jetstar,2517
Jan-13,2013,Silk Air,2574
Jan-13,2013,Jetstar,2874
Jan-13,2013,Air New Zealand,4287
Jan-13,2013,Jetstar,4644
Jan-13,2013,Jetstar,711
Jan-13,2013,Virgin Australia,4860
Jan-13,2013,Air New Zealand,1483
Jan-13,2013,Jetstar,2496
Jan-13,2013,AirAsia X,9802
Jan-13,2013,Jetstar,4270
Jan-13,2013,Jetstar,2748
Jan-13,2013,Jetstar,711
Jan-13,2013,Scoot,8844
Jan-13,2013,Jetstar,8808
Jan-13,2013,Etihad Airways,9052
Jan-13,2013,Air New Zealand,18918
Jan-13,2013,Emirates,15066
Jan-13,2013,Jetstar,4989
Jan-13,2013,Jetstar,1617
Jan-13,2013,Qantas Airways,15624
Jan-13,2013,Qantas Airways,168
Jan-13,2013,Virgin Australia,5580
Jan-13,2013,Royal Brunei Airlines,8550
Jan-13,2013,Jetstar,3354
Jan-13,2013,Jetstar,909
Jan-13,2013,Thai Airways International,19174
Jan-13,2013,Air China,4972
Jan-13,2013,Jetstar,5806
Jan-13,2013,Air New Zealand,6302
Jan-13,2013,Jetstar,6075
Jan-13,2013,Qantas Airways,168
Jan-13,2013,Virgin Australia,4680
Jan-13,2013,Garuda Indonesia,5584
Jan-13,2013,Jetstar,8829
Jan-13,2013,Virgin Australia,5456
Jan-13,2013,Qatar Airways,8029
Jan-13,2013,Emirates,15066
Jan-13,2013,Emirates,11118
Jan-13,2013,Emirates,10974
Jan-13,2013,Virgin Australia,1620
Jan-13,2013,China Southern Airlines,15996
Jan-13,2013,Vietnam Airlines,8652
Jan-13,2013,Vietnam Airlines,8652
Jan-13,2013,Cathay Pacific Airways,7502
Jan-13,2013,Cathay Pacific Airways,15004
Jan-13,2013,Qantas Airways,9207
Jan-13,2013,Jetstar,916
Jan-13,2013,Jetstar,2755
Jan-13,2013,Garuda Indonesia,4171
Jan-13,2013,AirAsia X,18473
Jan-13,2013,Emirates,11118
Jan-13,2013,Malaysia Airlines,17360
Jan-13,2013,Qantas Airways,14456
Jan-13,2013,Qantas Airways,14628
Jan-13,2013,United Airlines,10846
Jan-13,2013,Virgin Australia,5054
Jan-13,2013,Philippine Airlines,4810
Jan-13,2013,Fiji Airways,4764
Jan-13,2013,Virgin Australia,4680
Jan-13,2013,Air Vanuatu,340
Jan-13,2013,Air New Zealand,1993
Jan-13,2013,Jetstar,3036
Jan-13,2013,Korean Air,3164
Jan-13,2013,Air China,4972
Jan-13,2013,China Eastern Airlines,8447
Jan-13,2013,Emirates,10974
Jan-13,2013,Jetstar,1617
Jan-13,2013,Jetstar,2517
Jan-13,2013,Jetstar,3347
Jan-13,2013,Jetstar,5806
Jan-13,2013,Qantas Airways,14457
Jan-13,2013,Singapore Airlines,36562
Jan-13,2013,Air New Zealand,5976
Jan-13,2013,Qantas Airways,168
Jan-13,2013,Qantas Airways,168
Jan-13,2013,Qantas Airways,4704
Jan-13,2013,Air New Zealand,800
Jan-13,2013,Air New Zealand,9420
Jan-13,2013,Thai Airways International,9269
Jan-13,2013,China Southern Airlines,3692
Jan-13,2013,Garuda Indonesia,10044
Jan-13,2013,Indonesia AirAsia,16740
Jan-13,2013,Jetstar,9291
Jan-13,2013,Jetstar,2871
Jan-13,2013,Virgin Australia,7040
Jan-13,2013,Qatar Airways,10157
Jan-13,2013,Emirates,28655
Jan-13,2013,China Southern Airlines,3692
Jan-13,2013,Cathay Pacific Airways,10648
Jan-13,2013,Qantas Airways,3861
Jan-13,2013,Jetstar,2160
Jan-13,2013,South African Airways,8078
Jan-13,2013,Malaysia Airlines,636
Jan-13,2013,AirAsia X,18473
Jan-13,2013,Malaysia Airlines,12083
Jan-13,2013,Air Mauritius,2475
Jan-13,2013,Virgin Australia,3872
Jan-13,2013,Jetstar,2871
Jan-13,2013,Jetstar,2160
Jan-13,2013,Jetstar Asia,5580
Jan-13,2013,Qantas Airways,16314
Jan-13,2013,Singapore Airlines,33933
Jan-13,2013,Tigerair,6120
Jan-13,2013,Etihad Airways,13964
Jan-13,2013,Virgin Australia,5054
Jan-13,2013,Virgin Samoa,2340
Jan-13,2013,Air New Zealand,32638
Jan-13,2013,China Airlines,5526
Jan-13,2013,Emirates,15066
Jan-13,2013,Jetstar,5352
Jan-13,2013,LATAM Airlines,5636
Jan-13,2013,Qantas Airways,26040
Jan-13,2013,Qantas Airways,336
Jan-13,2013,Virgin Australia,4680
Jan-13,2013,Emirates,10974
Jan-13,2013,Jetstar,909
Jan-13,2013,Qantas Airways,10098
Jan-13,2013,Thai Airways International,19500
Jan-13,2013,Air China,9548
Jan-13,2013,Air China,3842
Jan-13,2013,China Eastern Airlines,4018
Jan-13,2013,Aerolineas Argentinas,3952
Jan-13,2013,Air New Zealand,8121
Jan-13,2013,Emirates,10974
Jan-13,2013,Jetstar,5349
Jan-13,2013,Qantas Airways,5391
Jan-13,2013,Virgin Australia,2160
Jan-13,2013,Qantas Airways,11270
Jan-13,2013,Garuda Indonesia,6882
Jan-13,2013,Jetstar,7927
Jan-13,2013,Virgin Australia,5456
Jan-13,2013,Emirates,15066
Jan-13,2013,Emirates,10974
Jan-13,2013,Emirates,10974
Jan-13,2013,Virgin Australia,1620
Jan-13,2013,Qantas Airways,11503
Jan-13,2013,China Southern Airlines,16802
Jan-13,2013,Vietnam Airlines,8680
Jan-13,2013,Vietnam Airlines,8680
Jan-13,2013,Cathay Pacific Airways,29643
Jan-13,2013,Qantas Airways,17297
Jan-13,2013,Qantas Airways,297
Jan-13,2013,Virgin Atlantic Airways,9548
Jan-13,2013,Hawaiian Airlines,9083
Jan-13,2013,Jetstar,916
Jan-13,2013,Jetstar,8293
Jan-13,2013,Jetstar,2755
Jan-13,2013,Qantas Airways,3859
Jan-13,2013,Garuda Indonesia,5106
Jan-13,2013,Qantas Airways,4429
Jan-13,2013,Qantas Airways,11284
Jan-13,2013,AirAsia X,11687
Jan-13,2013,Malaysia Airlines,19685
Jan-13,2013,British Airways,10447
